1.000000000000000000e+00 4.457970181617999860e-07
9.973336960182095368e-01 4.481814451076000059e-07
9.843094199913414721e-01 4.601082400688000164e-07
9.714062398779210739e-01 4.723995954227000214e-07
9.586226433067135400e-01 4.850689513795999808e-07
9.459571588350615956e-01 4.981303292889999687e-07
9.334083566507617169e-01 5.115983584914999480e-07
9.209748496022779340e-01 5.254883038920999846e-07
9.086552942562167168e-01 5.398160945982999667e-07
8.964483919592880490e-01 5.545983536594999694e-07
8.843528898959707174e-01 5.698524289248000517e-07
8.723675821354237581e-01 5.855964250361000194e-07
8.604913106572720238e-01 6.018492365670999805e-07
8.487229663486544062e-01 6.186305823217000114e-07
8.370614899601999115e-01 6.359610407966999722e-07
8.255058730118614019e-01 6.538620868174999819e-07
8.140551586357215319e-01 6.723561293482999548e-07
8.027084423428995086e-01 6.914665504776000195e-07
7.914648727036065479e-01 7.112177455788000173e-07
7.803236519239137303e-01 7.316351646410000038e-07
7.692840363079855859e-01 7.527453547656000420e-07
7.583453365894649023e-01 7.745760038217000426e-07
7.475069181195700407e-01 7.971559852513000309e-07
7.367682008959786089e-01 8.205154040185000420e-07
7.261286594199901634e-01 8.446856436909000518e-07
7.155878223677073491e-01 8.696994146492000421e-07
7.051452720630113635e-01 8.955908034161000011e-07
6.948006437386018419e-01 9.223953231071999893e-07
6.845536245723028435e-01 9.501499650131999498e-07
6.744039525013362235e-01 9.788932512853000063e-07
6.643514147988184293e-01 1.008665288756999961e-06
6.543958464080662507e-01 1.039507823912000017e-06
6.445371280332381492e-01 1.071464299030000019e-06
6.347751839841181409e-01 1.104579909532000056e-06
6.251099797597446939e-01 1.138901662645999955e-06
6.155415194086777397e-01 1.174478437342000101e-06
6.060698426821821139e-01 1.211361045551000009e-06
5.966950219569595593e-01 1.249602294863000077e-06
5.874171589418007988e-01 1.289257052809999970e-06
5.782363811610458093e-01 1.330382312965000074e-06
5.691528383516266665e-01 1.373037262459999968e-06
5.601666987029654265e-01 1.417283351428000059e-06
5.512781449243905341e-01 1.463184364710999937e-06
5.424873702048097490e-01 1.510806495891999972e-06
5.337945742293545015e-01 1.560218423061000058e-06
5.251999590800415785e-01 1.611491387507999899e-06
5.167037250472511500e-01 1.664699275706999913e-06
5.083060666463911081e-01 1.719918703226999978e-06
5.000071686001261728e-01 1.777229102289999952e-06
4.918072017959543296e-01 1.836712813558000027e-06
4.837063195788947612e-01 1.898455180086000055e-06
4.757046539918901029e-01 1.962544646487000126e-06
4.678023121820336083e-01 2.029072862433000069e-06
4.599993731344282355e-01 2.098134789465000087e-06
4.522958843109610161e-01 2.169828815127999792e-06
4.446918587417077462e-01 2.244256870342999939e-06
4.371872720989420369e-01 2.321524554531999849e-06
4.297820599992153712e-01 2.401741266983000156e-06
4.224761155042169869e-01 2.485020345168999942e-06
4.152692865657548471e-01 2.571479213453000154e-06
4.081613737512067575e-01 2.661239539238000159e-06
4.011521276846298223e-01 2.754427404047999804e-06
3.942412466636923685e-01 2.851173485187999991e-06
3.874283737501129088e-01 2.951613258378000163e-06
3.807130937475222132e-01 3.055887217959999977e-06
3.740949292870625609e-01 3.164141128235999921e-06
3.675733362827402484e-01 3.276526305829999871e-06
3.611476978567574325e-01 3.393199951987999881e-06
3.548173167409226503e-01 3.514325541724999820e-06
3.485814050202089565e-01 3.640073298782999807e-06
3.424390707655304844e-01 3.770620778117999883e-06
3.363892999933664196e-01 3.906153604045999625e-06
3.304309326276351211e-01 4.046866417055000178e-06
3.245626300870633751e-01 4.192964115851000322e-06
3.187828315506595067e-01 4.344663512486999769e-06
3.130896948245325828e-01 4.502195569247000083e-06
3.074810158781403624e-01 4.665808468539999687e-06
3.019541192755649806e-01 4.835771867358999720e-06
2.965057079321755662e-01 5.012382867132999702e-06
2.911316563794194012e-01 5.195974464174999978e-06
2.858267246101374170e-01 5.386927622151999718e-06
2.805841597232052176e-01 5.585688660477999850e-06
2.753951388095891017e-01 5.792794459252000092e-06
2.702479876837823314e-01 6.008909138214000420e-06
2.651270904552290308e-01 6.234877264718000095e-06
2.600114034955944287e-01 6.471799477603999850e-06
2.548725844380325123e-01 6.721132852157000166e-06
2.496732340269873507e-01 6.984795596857999625e-06
2.443675192455354583e-01 7.265166751055000078e-06
2.389111789357229731e-01 7.564627221738000245e-06
2.332935104668993065e-01 7.884016447873000728e-06
2.275885810381442775e-01 8.220291936253999200e-06
2.219658393991578993e-01 8.566628368492000626e-06
2.166042910036483082e-01 8.917053075081999422e-06
2.115963773780232815e-01 9.270130828102999206e-06
2.069414454379273904e-01 9.627800722945999680e-06
2.025916580592316552e-01 9.992833934306999386e-06
1.984894746119456321e-01 1.036759196046999922e-05
1.945842299295214850e-01 1.075383204095000042e-05
1.908362619952350681e-01 1.115285035263000011e-05
1.872161368347712018e-01 1.156564901786000028e-05
1.837025678408422957e-01 1.199305571222000057e-05
1.802803462982281446e-01 1.243579888048999985e-05
1.769386500715682542e-01 1.289455329357999993e-05
1.736697629555979394e-01 1.336996762898999918e-05
1.704681400913621303e-01 1.386268145567000012e-05
1.673297400545724345e-01 1.437333596054999977e-05
1.642515541420775660e-01 1.490258091544999955e-05
1.612312781625044045e-01 1.545107934182000126e-05
1.582670857435503897e-01 1.601951073216000121e-05
1.553574731714043311e-01 1.660857334352999876e-05
1.525011540993339021e-01 1.721898589402999903e-05
1.496969887416589595e-01 1.785148886838000095e-05
1.469439367043743616e-01 1.850684556374999833e-05
1.442410258276552171e-01 1.918584297210000134e-05
1.415873318082324361e-01 1.988929255639000106e-05
1.389819650047823263e-01 2.061803095634999979e-05
1.364240619479600292e-01 2.137292065768000042e-05
1.339127799293625964e-01 2.215485063880999911e-05
1.314472935666420317e-01 2.296473700541000121e-05
1.290267925833473162e-01 2.380352363172000076e-05
1.266504803278470093e-01 2.467218281845000151e-05
1.243175726709846579e-01 2.557171598806999994e-05
1.220272969673958513e-01 2.650315446847000101e-05
1.197788907902223310e-01 2.746756044436000118e-05
1.175715999903511888e-01 2.846602824555000109e-05
1.154046753039745798e-01 2.949968632933999953e-05
1.132773660994319254e-01 3.056970067306000291e-05
1.111889084297783964e-01 3.167728109413999778e-05
1.091385016471203284e-01 3.282369375347000268e-05
1.071252617133051088e-01 3.401028691152999692e-05
1.051481259202550755e-01 3.523854572711999851e-05
1.032056535148870718e-01 3.651021246182999748e-05
1.012955945259653295e-01 3.782755974874000296e-05
9.941390874002861699e-02 3.919404547972999905e-05
9.755233113866325356e-02 4.061602842887999671e-05
9.569165473373796027e-02 4.210774987363999778e-05
9.379101852184903998e-02 4.369859753365999683e-05
9.196945847970409982e-02 4.526545494835999849e-05
9.002460682498858446e-02 4.691090803023999808e-05
8.732178282122018964e-02 4.866400432198000290e-05
8.607543487709951036e-02 4.877576487979999972e-05
8.534267820719500242e-02 4.838415555281000207e-05
8.482090853252231832e-02 4.779454828315999975e-05
8.441419165034583227e-02 4.710472330042000049e-05
8.407991570617712185e-02 4.635849224915999798e-05
8.379543835889835535e-02 4.557928200659000094e-05
8.354729087647093377e-02 4.478106632943999792e-05
8.332681101399998236e-02 4.397281726173999766e-05
8.312809885553698597e-02 4.316060410222000284e-05
8.294695515183223011e-02 4.234869208366999726e-05
8.278028507549607673e-02 4.154016443830999960e-05
8.262574224770595499e-02 4.073729687313000134e-05
8.248150549848592972e-02 3.994179438469000248e-05
8.234613308277553834e-02 3.915494721003000029e-05
8.221846419316904131e-02 3.837773706195000235e-05
8.209755047655437066e-02 3.761091160657000334e-05
8.198260721611040636e-02 3.685503798253000234e-05
8.187297777039322100e-02 3.611054209327999883e-05
8.176810717145555074e-02 3.537773800001999918e-05
8.166752219116972522e-02 3.465685027528999729e-05
8.157081606207648716e-02 3.394803125356999794e-05
8.147763660762516458e-02 3.325137451949000287e-05
8.138767690821115119e-02 3.256692557840999708e-05
8.130066787883663548e-02 3.189469038703999999e-05
8.121637230833630983e-02 3.123464223826000273e-05
8.113458002667875424e-02 3.058672736540999677e-05
8.105510395494287812e-02 2.995086953929999914e-05
8.097777685013703153e-02 2.932697386601000052e-05
8.090244860387643677e-02 2.871492994433000014e-05
8.082898398601222334e-02 2.811461450613000096e-05
8.075726074667451126e-02 2.752589363569000157e-05
