1.000000000000000000e+00 1.798025206326000069e-13 1.148532546186999907e-13 6.800046947133999665e-14 2.951874687002000241e-14 1.979642520904000024e-14
9.973336960182095368e-01 1.810415253457146449e-13 1.164053294832983295e-13 6.870516040170461353e-14 2.974319293261382346e-14 1.992205496978385788e-14
9.843094199913414721e-01 1.862352178707380975e-13 1.194413099288010981e-13 7.066746669738813390e-14 3.062421308863773517e-14 2.049663438057097863e-14
9.714062398779210739e-01 1.910450422864539490e-13 1.225660100246282129e-13 7.252991882748707888e-14 3.143536513028564608e-14 2.104034679520533990e-14
9.586226433067135400e-01 1.959927338547047520e-13 1.257824646934958571e-13 7.444781406377515378e-14 3.227088739534938309e-14 2.160044026901391633e-14
9.459571588350615956e-01 2.010828576725241133e-13 1.290938267745699652e-13 7.642309680117262782e-14 3.313164622042417699e-14 2.217749960424251173e-14
9.334083566507617169e-01 2.063201473102474611e-13 1.325033715376603765e-13 7.845778899378690767e-14 3.401854310921204334e-14 2.277213347837339848e-14
9.209748496022779340e-01 2.117095105903387330e-13 1.360145012749730910e-13 8.055399319273625268e-14 3.493251615012661434e-14 2.338497541557678516e-14
9.086552942562167168e-01 2.172560354334873861e-13 1.396307499898789126e-13 8.271389566051142570e-14 3.587454147154236891e-14 2.401668478492201748e-14
8.964483919592880490e-01 2.229649957643716403e-13 1.433557881765103494e-13 8.493976955847155299e-14 3.684563473488950886e-14 2.466794782546955528e-14
8.843528898959707174e-01 2.288418574602802190e-13 1.471934276816485206e-13 8.723397820373020875e-14 3.784685266419752215e-14 2.533947869741908846e-14
8.723675821354237581e-01 2.348922843245992630e-13 1.511476266400494297e-13 8.959897839009208278e-14 3.887929461018187966e-14 2.603202055811141929e-14
8.604913106572720238e-01 2.411221440657244618e-13 1.552224944711150651e-13 9.203732376789695889e-14 3.994410414686373439e-14 2.674634666161134410e-14
8.487229663486544062e-01 2.475375142579315698e-13 1.594222969266078907e-13 9.455166827582589819e-14 4.104247069801500625e-14 2.748326148022095338e-14
8.370614899601999115e-01 2.541446882622313293e-13 1.637514611743978017e-13 9.714476961793041976e-14 4.217563119075674712e-14 2.824360184615721371e-14
8.255058730118614019e-01 2.609501810791035640e-13 1.682145809043264689e-13 9.981949277749971870e-14 4.334487173293540812e-14 2.902823811125565246e-14
8.140551586357215319e-01 2.679607351070998474e-13 1.728164214392680409e-13 1.025788135588054711e-13 4.455152931062441901e-14 2.983807532240788268e-14
8.027084423428995086e-01 2.751833257769709368e-13 1.775619248351117667e-13 1.054258221475609065e-13 4.579699350197566710e-14 3.067405441021235893e-14
7.914648727036065479e-01 2.826251670300299493e-13 1.824562149498472712e-13 1.083637266787282391e-13 4.708270820258888820e-14 3.153715338782351411e-14
7.803236519239137303e-01 2.902937166083264448e-13 1.875046024624924130e-13 1.113958568000672601e-13 4.841017335807924290e-14 3.242838855709225262e-14
7.692840363079855859e-01 2.981966811221473156e-13 1.927125898197493923e-13 1.145256672208304366e-13 4.978094669831395207e-14 3.334881571850020798e-14
7.583453365894649023e-01 3.063420208597913399e-13 1.980858760899230774e-13 1.177567412300697254e-13 5.119664546801724406e-14 3.429953138140919784e-14
7.475069181195700407e-01 3.147379543021396156e-13 2.036303616984699320e-13 1.210927941730976722e-13 5.265894814767067186e-14 3.528167397063677694e-14
7.367682008959786089e-01 3.233929623067769824e-13 2.093521530241811706e-13 1.245376768709896880e-13 5.416959615868763955e-14 3.629642502544792756e-14
7.261286594199901634e-01 3.323157919228601491e-13 2.152575668290576775e-13 1.280953789670106292e-13 5.573039554624185338e-14 3.734501038661798656e-14
7.155878223677073491e-01 3.415154598008142394e-13 2.213531344975171949e-13 1.317700321865840291e-13 5.734321863303289371e-14 3.842870136716420793e-14
7.051452720630113635e-01 3.510012551587565040e-13 2.276456060611371900e-13 1.355659134938210393e-13 5.901000563699248179e-14 3.954881590216483739e-14
6.948006437386018419e-01 3.607827422726164218e-13 2.341419539840607577e-13 1.394874481293273960e-13 6.073276624643479923e-14 4.070671967314318451e-14
6.845536245723028435e-01 3.708697624578579429e-13 2.408493766824317702e-13 1.435392125156650227e-13 6.251358114463423501e-14 4.190382720257897136e-14
6.744039525013362235e-01 3.812724354997324249e-13 2.477753017495579233e-13 1.477259370081916940e-13 6.435460347559273775e-14 4.314160291239019473e-14
6.643514147988184293e-01 3.920011605114618569e-13 2.549273888713336456e-13 1.520525084798600963e-13 6.625806024489299068e-14 4.442156214264827032e-14
6.543958464080662507e-01 4.030666161749658363e-13 2.623135324035118853e-13 1.565239727251907832e-13 6.822625364778664008e-14 4.574527212480962808e-14
6.445371280332381492e-01 4.144797603525172349e-13 2.699418635922280051e-13 1.611455366616154409e-13 7.026156231703796431e-14 4.711435290394034400e-14
6.347751839841181409e-01 4.262518290585187813e-13 2.778207524213773227e-13 1.659225703151939242e-13 7.236644248461023735e-14 4.853047820679660942e-14
