1.000000000000000000e+00 1.167862618530000063e+00 1.167862618530000063e+00 1.167862618530000063e+00 1.167862618530000063e+00 1.167862618530000063e+00
9.973336960182095368e-01 1.167862617769049205e+00 1.167862617776963763e+00 1.167862617776880496e+00 1.167862617771018074e+00 1.167862617765035971e+00
9.843094199913414721e-01 1.167862613898964952e+00 1.167862613932191707e+00 1.167862613922032278e+00 1.167862613902838964e+00 1.167862613895130020e+00
9.714062398779210739e-01 1.167862609770390581e+00 1.167862609807057694e+00 1.167862609795312423e+00 1.167862609774518612e+00 1.167862609766251225e+00
9.586226433067135400e-01 1.167862605334846204e+00 1.167862605374575757e+00 1.167862605361905226e+00 1.167862605339464510e+00 1.167862605330357573e+00
9.459571588350615956e-01 1.167862600565031217e+00 1.167862600608665202e+00 1.167862600594897771e+00 1.167862600570232612e+00 1.167862600559925301e+00
9.334083566507617169e-01 1.167862595430335881e+00 1.167862595477313636e+00 1.167862595462733966e+00 1.167862595435939399e+00 1.167862595424876915e+00
9.209748496022779340e-01 1.167862589896152548e+00 1.167862589947453955e+00 1.167862589931590200e+00 1.167862589902420423e+00 1.167862589890097391e+00
9.086552942562167168e-01 1.167862583924529130e+00 1.167862583981019275e+00 1.167862583963819700e+00 1.167862583931069898e+00 1.167862583917578245e+00
8.964483919592880490e-01 1.167862577473207653e+00 1.167862577534970692e+00 1.167862577515954792e+00 1.167862577480440534e+00 1.167862577465683893e+00
8.843528898959707174e-01 1.167862570495584951e+00 1.167862570563227953e+00 1.167862570542169021e+00 1.167862570503484854e+00 1.167862570487330443e+00
8.723675821354237581e-01 1.167862562939099069e+00 1.167862563013698063e+00 1.167862562990082065e+00 1.167862562947593830e+00 1.167862562929878889e+00
8.604913106572720238e-01 1.167862554744844239e+00 1.167862554827301391e+00 1.167862554801223363e+00 1.167862554755155768e+00 1.167862554735241698e+00
8.487229663486544062e-01 1.167862545848571409e+00 1.167862545938945118e+00 1.167862545911120931e+00 1.167862545859958301e+00 1.167862545838219690e+00
8.370614899601999115e-01 1.167862536177112442e+00 1.167862536276496943e+00 1.167862536245658722e+00 1.167862536188665423e+00 1.167862536165165555e+00
8.255058730118614019e-01 1.167862525647610727e+00 1.167862525757837666e+00 1.167862525723451173e+00 1.167862525660498418e+00 1.167862525634391746e+00
8.140551586357215319e-01 1.167862514168868104e+00 1.167862514291794662e+00 1.167862514253378725e+00 1.167862514183795719e+00 1.167862514154689002e+00
8.027084423428995086e-01 1.167862501638422756e+00 1.167862501774209472e+00 1.167862501731587122e+00 1.167862501654891805e+00 1.167862501622249916e+00
7.914648727036065479e-01 1.167862487938859717e+00 1.167862488088910355e+00 1.167862488042130442e+00 1.167862487957395334e+00 1.167862487920855230e+00
7.803236519239137303e-01 1.167862472939385166e+00 1.167862473106619392e+00 1.167862473054326999e+00 1.167862472959750209e+00 1.167862472919092731e+00
